ID	DOCULECT	CONCEPT	FORM	TOKENS	COGIDS	MORPHEMES	ALIGNMENT	COGID	SOURCE	NOTE
96	Gyalsumdo	Chicken	tɕʰiptʰuk	tɕʰ i.p + t̪ʰ u.k	465 466	chicken chicken-4		37	Dhakal2024	[x]
356	Jirel	Chicken	tsʰiɹbuk	tsʰ i.!ɹ/b + !b/ɹ u.k	467 468	chicken chicken-2		151	Dhakal2024	[x]
614	Kagate	Chicken	tsipru	ts i.p + r u	465 469	chicken chicken-2		151	Dhakal2024	[x]
871	Lowa	Chicken	tɕjamodʑiptʰuk	tɕj/tɕ a + m o + dʑ i.p + t̪ʰ u.k	470 601 465 466	_chicken-5 _female chicken chicken-4		37	Dhakal2024	[x]
1124	Nubri	Chicken	tɕjoũ	tɕj/tɕ !oũ/ou	470	chicken-3		153	Dhakal2024	[x]
1374	Sherpa	Chicken	tsʰebruk	tsʰ e.b + r u.k	465 469	chicken chicken-2		151	Dhakal2024	[x]
1618	Tsum	Chicken	tɕjauɾu	tɕj/tɕ au + ɹ u	470 469	chicken-5 chicken-2		152	Dhakal2024	[x]
1880	Yolmo	Chicken	tɕjamubiɹu	tɕj/tɕ a + m u + b i + ɹ u	470 471 472 469	chicken-5 _female _chicken-bi chicken-2		152	Dhakal2024	[x]
115	Gyalsumdo	Child	tuɡu	t̪ u + g u	485 486	child-4 _/gu		161	Dhakal2024	[x]
376	Jirel	Child	pʰidza	pʰ i + dz a	487 488	child-1 child-2		159	Dhakal2024	[x]
632	Kagate	Child	pidza	p i + dz a	487 488	child-1 child-2		159	Dhakal2024	[x]
889	Lowa	Child	tu	t̪ u	485	child-4		161	Dhakal2024	[x]
1141	Nubri	Child	petsa	p e + ts a	487 488	child-1 child-2		159	Dhakal2024	[x]
1392	Sherpa	Child	aŋa	a + ŋ a	489 490	:a-prefix child-3		163	Dhakal2024	[x]
1635	Tsum	Child	piza	p i + z a	487 488	child-1 child-2		159	Dhakal2024	[x]
1897	Yolmo	Child	pedza	p e + dz a	487 488	child-1 child-2		159	Dhakal2024	[x]
84	Gyalsumdo	Chilli	maɾtsʰa	m a.ɾ + tsʰ a	501 502	*chilli/mir *chilli/ch		165	Dhakal2024	← Hindi «mirch»
344	Jirel	Chilli	kʰuɹɕani	kʰ u.ɹ + ɕ a.!ni/n	503 506	chilli/kor chilli/tsen		167	Dhakal2024	← Nepali «khursānī»
602	Kagate	Chilli	martsi	m a.r + ts i	501 502	*chilli/mir *chilli/ch		165	Dhakal2024	← Hindi «mirch»
858	Lowa	Chilli	maɾtsa	m a.ɾ + ts a	501 502	*chilli/mir *chilli/ch		165	Dhakal2024	← Hindi «mirch»
1112	Nubri	Chilli	kʰoɹtsʰen	kʰ o.ɹ + tsʰ e.n	503 506	chilli/kor chilli/tsen		167	Dhakal2024	← Nepali «khursānī»
1362	Sherpa	Chilli	mərtsi	m ə.r + ts i	501 502	*chilli/mir *chilli/ch		165	Dhakal2024	← Hindi «mirch»
1606	Tsum	Chilli	kʰulzan	kʰ u.l + z a.n	503 506	chilli/kor chilli/tsen		168	Dhakal2024	← Nepali «khursānī»
1868	Yolmo	Chilli	mətsa	m ə + ts a	501 502	*chilli/mir *chilli/ch		165	Dhakal2024	← Hindi «mirch»
45	Gyalsumdo	Cloth	køla	k ø + l a	519 520	cloth _:suffix/lak		172	Dhakal2024	[x]
307	Jirel	Cloth	kʰolak	!kʰ/k o + l a.k	519 520	cloth _:suffix/lak		172	Dhakal2024	[x]
566	Kagate	Cloth	kela	k e + l a	519 520	cloth _:suffix/lak		172	Dhakal2024	[x]
820	Lowa	Cloth	kolaʔ	k o + l a.ʔ	519 520	cloth _:suffix/lak		172	Dhakal2024	[x]
1076	Nubri	Cloth	kalaʔ	k a + l a.ʔ	519 520	cloth _:suffix/lak		172	Dhakal2024	[x]
1325	Sherpa	Cloth	madzja	m a + dz.j a	521 522	*ma *dza		174	Dhakal2024	[?] borroring from Chinese?
1570	Tsum	Cloth	kølaʔ	k ø + l a.ʔ	519 520	cloth _:suffix/lak		172	Dhakal2024	[x]
1831	Yolmo	Cloth	kəptɕja	k ə.p + tɕ.j a	519 522	cloth _/tcja		172	Dhakal2024	[x]
55	Gyalsumdo	Cloud	muɡpa	m u.g/k + p a	536 10	cloud/muk _pa-suffix/pa		176	Dhakal2024	[x]
316	Jirel	Cloud	mukpa	m u.k + p a	536 10	cloud/muk _pa-suffix/pa		176	Dhakal2024	[x]
575	Kagate	Cloud	mukpa	m u.k + p a	536 10	cloud/muk _pa-suffix/pa		176	Dhakal2024	[x]
829	Lowa	Cloud	ʂɹiŋpa	ʂ.ɹ/ɾ i.ŋ + p a	538 10	cloud/sriŋ _:pa-suffix/pa		36	Dhakal2024	[x]
1085	Nubri	Cloud	muɡpa	m u.g/k + p a	536 10	cloud/muk _pa-suffix/pa		176	Dhakal2024	[x]
1335	Sherpa	Cloud	mukpa	m u.k + p a	536 10	cloud/muk _pa-suffix/pa		176	Dhakal2024	[x]
1579	Tsum	Cloud	mukpaʔ	m u.k + p a.ʔ	536 10	cloud/muk _pa-suffix/pa		176	Dhakal2024	[x]
1841	Yolmo	Cloud	mukpa	m u.k + p a	536 10	cloud/muk _pa-suffix/pa		176	Dhakal2024	[x]
151	Gyalsumdo	Cold	taŋmu	t̪ a.ŋ + m u	553 3365	cold _:mu-suffix/mu		179	Dhakal2024	[x]
409	Jirel	Cold	tʰəŋɡe	t̪ʰ ə.ŋ + g e	553 555	cold _/ge		179	Dhakal2024	[x]
668	Kagate	Cold	taŋmu	t̪ a.ŋ + m u	553 3365	cold _:mu-suffix		179	Dhakal2024	[x]
924	Lowa	Cold	taɡmo	t̪ a.!g/ŋ + m o	553 554	cold _:mo-suffix		179	Dhakal2024	[x]
1174	Nubri	Cold	taŋmo	t̪ a.ŋ + m o	553 3365	cold _:mu-suffix/mu		179	Dhakal2024	[x]
1425	Sherpa	Cold	tʰeŋa	t̪ʰ e.ŋ + !Ø/ŋ a	553 164	cold _:ŋa-suffix		179	Dhakal2024	[x]
1668	Tsum	Cold	ɹaŋd̪a	ɹ a.ŋ + d̪ a	165 82	cold/rang _/da		190	Dhakal2024	[x]
1930	Yolmo	Cold	taŋmu	t̪ a.ŋ + m u	553 3365	cold _:mu-suffix		179	Dhakal2024	[x]
259	Gyalsumdo	Corpse	ɹo	ɹ o	570	corpse		184	Dhakal2024	[x]
520	Jirel	Corpse	ɹo	ɹ o	570	corpse		184	Dhakal2024	[x]
770	Kagate	Corpse	ro	r o	570	corpse		184	Dhakal2024	[x]
771	Kagate	Corpse	pʰumbu	pʰ u.m + b u	572 107	corpse/phum _bu		185	Dhakal2024	[x]
1030	Lowa	Corpse	ɹo	ɹ/ɾ o	570	corpse		184	Dhakal2024	[x]
1276	Nubri	Corpse	hɹo	h.ɹ o	570	corpse		184	Dhakal2024	[x]
1523	Sherpa	Corpse	ro	!r/ɹ o	570	corpse		184	Dhakal2024	[x]
1779	Tsum	Corpse	ɹo	ɹ o	570	corpse		184	Dhakal2024	[x]
1780	Tsum	Corpse	pʰuŋbo	pʰ u.ŋ + b o	572 107	corpse/phum _bu		185	Dhakal2024	[x]
2034	Yolmo	Corpse	ɹo	ɹ o	570	corpse		184	Dhakal2024	[x]
98	Gyalsumdo	Cow	poɡo	p o + g o	583 584	cow cow-3-/go		41	Dhakal2024	[x]
359	Jirel	Cow	pʰalaŋ	pʰ a + l a.ŋ	583 585	cow cow-2/lang		188	Dhakal2024	[x]
616	Kagate	Cow	palaŋ	p a + l a.ŋ	583 585	cow cow-2/lang		188	Dhakal2024	[x]
873	Lowa	Cow	palaŋ	p a + l a.ŋ	583 585	cow cow-2/lang		188	Dhakal2024	[x]
1126	Nubri	Cow	palaŋ	p a + l a.ŋ	583 585	cow cow-2/lang		188	Dhakal2024	[x]
1376	Sherpa	Cow	tɕʰuŋma	tɕʰ u.ŋ + m a	586 587	cow cow-4/ma		191	Dhakal2024	[x]
1620	Tsum	Cow	pawo	p a + w o	583 588	cow cow-5/wo		38	Dhakal2024	[x]
1882	Yolmo	Cow	palaŋ	p a + l a.ŋ	583 585	cow cow-2/lang		188	Dhakal2024	[x]
123	Gyalsumdo	Daughter	pomo	p o + m o	2515 601	child-son female		194	Dhakal2024	[x]
384	Jirel	Daughter	pʰumu	pʰ u + m u	2515 3822	child-son female/mu		194	Dhakal2024	[x]
640	Kagate	Daughter	pomo	p o/u + m o	2515 601	child-son female		194	Dhakal2024	[x]
897	Lowa	Daughter	pomo	p o + m o	2515 601	child-son female		194	Dhakal2024	[x]
1149	Nubri	Daughter	poõ	p o/u.Ø/h + Ø/m õ/o	2515 601	child-son female		194	Dhakal2024	[x]
1400	Sherpa	Daughter	pʰumu	pʰ u + m u	2515 3822	child-son female/mu		194	Dhakal2024	[x]
1643	Tsum	Daughter	poõ	p o/u + Ø/m õ/o	2515 601	child-son female		194	Dhakal2024	[x]
1905	Yolmo	Daughter	pomo	p o/u + m o	2515 601	child-son female		194	Dhakal2024	[x]
130	Gyalsumdo	Day	ɕjaŋma	ɕ.j a.ŋ + m a	615 11	day _:ma-suffix/ma		89	Dhakal2024	
389	Jirel	Day	ɲima	ɲ i + m a	2613 11	sun _ma-suffix/ma		196	Dhakal2024	
646	Kagate	Day	ɲima	ɲ i + m a	2613 11	sun _:ma-suffix/ma		196	Dhakal2024	
902	Lowa	Day	ɲima	ɲ i + m a	2613 11	sun _:ma-suffix/ma		196	Dhakal2024	
1154	Nubri	Day	ɲin̪	ɲ i + n !Ø/ə	2613 76	sun _:n-suffix		196	Dhakal2024	
1405	Sherpa	Day	ɲima	ɲ i + m a	2613 11	sun _ma-suffix/ma		196	Dhakal2024	
1648	Tsum	Day	ɕjakpa	ɕ.j a.k + p a	618 53	day _:pa-suffix/pa		199	Dhakal2024	
1910	Yolmo	Day	ɲima	ɲ i + m a	617 616	_day DAY		196	Dhakal2024	
193	Gyalsumdo	Different	mendaɡe	m !e/a + !ⁿd/t̪ a + g e	631 632 633	not same/ta same/ge		201	Dhakal2024	[x]
450	Jirel	Different	kʰud̪uk	kʰ u + d̪ u.k	633 634	different different/tuk		202	Dhakal2024	[x]
707	Kagate	Different	raŋsara	r a.ŋ + s a + r a	2360 636 2360	same/rang different/sa different		207	Dhakal2024	[x]
967	Lowa	Different	mitɕikpa	m i + tɕ i.k + !p/b a	631 2024 1019	not/men one _:ba-suffix		135	Dhakal2024	[x]
1215	Nubri	Different	alak	a + l a.k	639 640	different/a different/lak		205	Dhakal2024	[x]
1464	Sherpa	Different	kʰut̪uk	kʰ u + t̪ u.k	633 634	different different/tuk		202	Dhakal2024	[x]
1707	Tsum	Different	minta	m i.n + t̪ a	631 632	not/men same/ta		201	Dhakal2024	[x]
1970	Yolmo	Different	alak	a + l a.k	639 640	different/a different/lak		205	Dhakal2024	[x]
104	Gyalsumdo	Dog	kjupu	!k/kʰ.j u + p u	651 1581	dog _:bu-suffix/pu		211	Dhakal2024	[x]
105	Gyalsumdo	Dog	ki	!k/kʰ i	651	dog		211	Dhakal2024	[x]
366	Jirel	Dog	ki	!k/kʰ i	651	dog		211	Dhakal2024	[x]
622	Kagate	Dog	kʰi	kʰ i	651	dog		211	Dhakal2024	[x]
879	Lowa	Dog	kʰi	kʰ i	651	dog		211	Dhakal2024	[x]
1132	Nubri	Dog	kʰji	!kʰj/kʰ i	651	dog		211	Dhakal2024	[x]
1382	Sherpa	Dog	ki	!k/kʰ i	651	dog		211	Dhakal2024	[x]
1626	Tsum	Dog	ki	!k/kʰ i	651	dog		211	Dhakal2024	[x]
1888	Yolmo	Dog	kʰi	kʰ i	651	dog		211	Dhakal2024	[x]
33	Gyalsumdo	Door	ko	k o	662	door		213	Dhakal2024	[x]
295	Jirel	Door	ŋɡo	ⁿg/g o	662	door		213	Dhakal2024	[x]
555	Kagate	Door	ko	k o	662	door		213	Dhakal2024	[x]
809	Lowa	Door	ko	k o	662	door		213	Dhakal2024	[x]
1065	Nubri	Door	ko	k o	662	door		213	Dhakal2024	[x]
1314	Sherpa	Door	ɡo	g o	662	door		213	Dhakal2024	[x]
1559	Tsum	Door	ko	k o	662	door		213	Dhakal2024	[x]
1819	Yolmo	Door	ko	k o	662	door		213	Dhakal2024	[x]
147	Gyalsumdo	Dry	kəmpu	k ə.m + p u	671 1581	dry _:bu-suffix		214	Dhakal2024	[x]
405	Jirel	Dry	kombo	k o.m + !b/p o	671 672	dry _:bo-suffix		214	Dhakal2024	[x]
664	Kagate	Dry	kambu	k a.m + b u	671 1581	dry _:bu-suffix		214	Dhakal2024	[x]
920	Lowa	Dry	kampo	k a.m + p o	671 672	dry _:bo-suffix		214	Dhakal2024	[x]
1170	Nubri	Dry	kombo	k o.m + b o	671 672	dry _:bo-suffix		214	Dhakal2024	[x]
1421	Sherpa	Dry	kaŋbu	k a.ŋ + b u	671 1581	dry _:bu-suffix		214	Dhakal2024	[x]
1664	Tsum	Dry	kampo	k a.m + p o	671 672	dry _:bo-suffix		214	Dhakal2024	[x]
1926	Yolmo	Dry	kambu	k a.m + b u	671 1581	dry _:bu-suffix		214	Dhakal2024	[x]
66	Gyalsumdo	Dust	t̪ʰala	t̪ʰ a + l a	70 71	ash/tha _ash/la		26	Dhakal2024	[x] check with cross-semantic connections between Ash and Dust
328	Jirel	Dust	d̪ulo	!d̪/t̪ʰ !u/a + l !o/a	70 71	ash/tha _ash/la		26	Dhakal2024	[x] check with cross-semantic connections between Ash and Dust
586	Kagate	Dust	t̪ʰaldzuk	t̪ʰ a + l Ø/a + dz u.k	70 71 60	ash/tha _ash/la _dust/dzuk		26	Dhakal2024	[x] check with cross-semantic connections between Ash and Dust
842	Lowa	Dust	t̪ʰala	t̪ʰ a + l a	70 71	ash/tha _ash/la		26	Dhakal2024	[x] check with cross-semantic connections between Ash and Dust
1096	Nubri	Dust	t̪ʰala	t̪ʰ a + l a	70 71	ash/tha _ash/la		26	Dhakal2024	[x] check with cross-semantic connections between Ash and Dust
1346	Sherpa	Dust	t̪ʰald̪uk	t̪ʰ a + l !Ø/a + d̪ u.k	70 71 60	ash/tha _ash/la _dust/dzuk		26	Dhakal2024	[x] check with cross-semantic connections between Ash and Dust
1590	Tsum	Dust	t̪ʰala	t̪ʰ a + l a	70 71	ash/tha _ash/la		26	Dhakal2024	[x] check with cross-semantic connections between Ash and Dust
1852	Yolmo	Dust	t̪ʰalbi	t̪ʰ a + l !Ø/a + b i	70 71 61	ash/tha _ash/la _dust/bi		26	Dhakal2024	[x] check with cross-semantic connections between Ash and Dust
6	Gyalsumdo	Ear	amtɕo	a.m + tɕ o	7 706	_ear/am ear/dzo		220	Dhakal2024	[x]
7	Gyalsumdo	Ear	amdʑo	a.m + !dʑ/tɕ o	7 706	_ear/am ear/dzo		220	Dhakal2024	[x]
273	Jirel	Ear	n̪amdʑjok	n a.m + dʑj/dʑ o.k	705 706	_ear/nam ear/dzo		220	Dhakal2024	[x]
532	Kagate	Ear	namdzjo	n a.m + dzj/dʑ o	705 706	_ear/nam ear/dzo		220	Dhakal2024	[x]
785	Lowa	Ear	amtɕjoʔ	a.m + tɕj/tɕ o.ʔ	7 706	_ear/am ear/dzo		220	Dhakal2024	[x]
1043	Nubri	Ear	amtɕjoʔ	a.m + tɕj/tɕ o.ʔ	7 706	_ear/am ear/dzo		220	Dhakal2024	[x]
1291	Sherpa	Ear	namdzjok	n a.m + !dzj/dʑ o.k	705 706	_ear/nam ear/dzo		220	Dhakal2024	[x]
1536	Tsum	Ear	amdʑjoʔ	a.m + dʑj/dʑ o.ʔ	7 706	_ear/am ear/dzo		220	Dhakal2024	[x]
1797	Yolmo	Ear	nəmdʑjo	n ə.m + dʑj/dʑ o	705 706	_ear/am ear/dzo		220	Dhakal2024	[x]
97	Gyalsumdo	Egg	koŋa	k o + ŋ a	724 725	egg-1 egg-2		222	Dhakal2024	[x]
357	Jirel	Egg	tsʰemend̪ok	tsʰ e + m e.n + d̪ o.k	726 727 728	*chicken-1 egg-3 egg-4		224	Dhakal2024	[x]
358	Jirel	Egg	tsʰeɡoŋa	tsʰ e + g o + ŋ a	726 724 725	*chicken-1 egg-1 egg-2		222	Dhakal2024	[x]
615	Kagate	Egg	tɕjamuɡoŋa	tɕj/tɕ a + m u + !g/k o + ŋ a	726 730 724 725	*chicken-1 *female egg-1 egg-2		222	Dhakal2024	[x]
872	Lowa	Egg	koŋa	k o + ŋ a	724 725	egg-1 egg-2		222	Dhakal2024	[x]
1125	Nubri	Egg	koõ	k o + !Ø/ŋ õ/o	724 725	egg-1 egg-2		222	Dhakal2024	[x]
1375	Sherpa	Egg	tɕʰeɡoŋa	tɕʰ e + g o + ŋ a	726 724 725	*chicken-1 egg-1 egg-2		222	Dhakal2024	[x]
1619	Tsum	Egg	koã	k o + !Ø/ŋ !ã/a	724 725	egg-1 egg-2		222	Dhakal2024	[x]
1881	Yolmo	Egg	koŋa	k o + ŋ a	724 725	egg-1 egg-2		222	Dhakal2024	[x]
82	Gyalsumdo	Eggplant	penda	p e.n + d̪ a	746 747	eggplant/pen eggplant/da		229	Dhakal2024	[x]
342	Jirel	Eggplant	pənda	p ə.n + d̪ a	746 747	eggplant/pen eggplant/da		229	Dhakal2024	[x]
600	Kagate	Eggplant	bjanta	b.j a.n + t̪ a	746 747	eggplant/pen eggplant/da		229	Dhakal2024	[x]
856	Lowa	Eggplant	t̪oluma	t̪ o + l u + m a	68 748 1442	eggplant/to eggplant/lu _:ma-suffix/ma		229	Dhakal2024	[x]
1110	Nubri	Eggplant	pɛnta	p ɛ.n + t̪ a	746 747	eggplant/pen eggplant/da		229	Dhakal2024	[x]
1360	Sherpa	Eggplant	bənta	b ə.n + t̪ a	746 747	eggplant/pen eggplant/da		229	Dhakal2024	[x]
1604	Tsum	Eggplant	bənda	b ə.n + d̪ a	746 747	eggplant/pen eggplant/da		229	Dhakal2024	[x]
1866	Yolmo	Eggplant	bãⁿda	b ã + !ⁿd/d̪ a	750 747	eggplant/pen eggplant/da		229	Dhakal2024	[x]
173	Gyalsumdo	Eight	ke	k e	764	eight		234	Dhakal2024	[x]
432	Jirel	Eight	ŋɡet̪	ⁿg/g e.t̪	764	eight		234	Dhakal2024	[x]
689	Kagate	Eight	ke	k e	764	eight		234	Dhakal2024	[x]
946	Lowa	Eight	ke	k e	764	eight		234	Dhakal2024	[x]
1195	Nubri	Eight	ke	k e	764	eight		234	Dhakal2024	[x]
1196	Nubri	Eight	kxe	!kx/k e	764	eight		236	Dhakal2024	[x]
1446	Sherpa	Eight	ɡeʔ	g e.ʔ	764	eight		235	Dhakal2024	[x]
1689	Tsum	Eight	keʔ	k e.ʔ	764	eight		234	Dhakal2024	[x]
1951	Yolmo	Eight	ke	k e	764	eight		234	Dhakal2024	[x]
16	Gyalsumdo	Elbow	temaɲuŋ	t̪ e + m a + ɲ u.ŋ	774 1442 776	elbow/ta _:ma-suffix/ma elbow/nuŋ		238	Dhakal2024	[?]
281	Jirel	Elbow	kuin̪a	k ui + n a	777 778	elbow/kui elbow/na		243	Dhakal2024	[?]
541	Kagate	Elbow	uti	u + t̪ i	779 39	/u elbow/ti		237	Dhakal2024	[?]
793	Lowa	Elbow	tamo	t̪ a + m o	40 775	elbow/ta _:mu-suffix/mo		13	Dhakal2024	[?]
1051	Nubri	Elbow	tsʰikt̪oʔ	tsʰ i.k + t̪ o.ʔ	41 781	ELBOW _elbow		14	Dhakal2024	[?]
1299	Sherpa	Elbow	laɡpatsʰi	l a.g/k + p a + tsʰ i	52 10 780	arm/hand _:pa-suffix/pa elbow/tshi		237	Dhakal2024	[?]
1544	Tsum	Elbow	tɹejoʔ	t̪.ɹ e + j o.ʔ	774 784	ELBOW _elbow		15	Dhakal2024	[?]
1806	Yolmo	Elbow	laɡpatsi	l a.g/k + p a + ts i	52 10 780	arm/hand _:pa-suffix/pa elbow/tshi		237	Dhakal2024	[?]
176	Gyalsumdo	Eleven	tɕuktɕik	tɕ u.k + tɕ i.k	2672 2024	ten one		248	Dhakal2024	[x]
435	Jirel	Eleven	tɕutɕik	tɕ u + tɕ i.k	2672 2024	ten one		248	Dhakal2024	[x]
692	Kagate	Eleven	tɕjudʑik	tɕj/tɕ u + !dʑ/tɕ i.k	2672 2024	ten one		248	Dhakal2024	[x]
949	Lowa	Eleven	tɕuɡtɕik	tɕ u.g/k + tɕ i.k	2672 2024	ten one		248	Dhakal2024	[x]
1199	Nubri	Eleven	tɕjudʑik	tɕj/tɕ u + !dʑ/tɕ i.k	2672 2024	ten one		248	Dhakal2024	[x]
1449	Sherpa	Eleven	tɕjudzik	tɕj/tɕ u + dz/tɕ i.k	2672 2024	ten one		248	Dhakal2024	[x]
1692	Tsum	Eleven	tɕutɕi	tɕ u + tɕ i.Ø/k	2672 2024	ten one		248	Dhakal2024	[x]
1954	Yolmo	Eleven	tɕjuʑi	tɕj/tɕ u + ʑ/tɕ i	2672 2024	ten one		248	Dhakal2024	[x]
134	Gyalsumdo	Evening	kɔŋmo	k ɔ.ŋ + m o	811 3365	evening :mu-suffix/mu		250	Dhakal2024	[x]
393	Jirel	Evening	ŋɡwase	ⁿg/g.w a + s e	813 814	evening/gwa night/se		251	Dhakal2024	[x]
651	Kagate	Evening	kuŋɕe	k u.ŋ + ɕ e	811 814	evening night/se		99	Dhakal2024	[x]
906	Lowa	Evening	komo	k o + m o	811 3365	evening :mu-suffix/mu		250	Dhakal2024	[x]
1158	Nubri	Evening	koŋmo	k o.ŋ + m o	811 3365	evening :mu-suffix/mu		250	Dhakal2024	[x]
1409	Sherpa	Evening	ɡuŋse	g u.ŋ + s e	811 814	evening night/se		99	Dhakal2024	[x]
1652	Tsum	Evening	kuŋmu	k u.ŋ + m u	811 3365	evening :mu-suffix/mu		250	Dhakal2024	[x]
1914	Yolmo	Evening	kuŋse	k u.ŋ + s e	811 814	evening night/se		99	Dhakal2024	[x]
5	Gyalsumdo	Eye	mi	m i	828	*eye		255	Dhakal2024	[x] ← Chinese /muk/
272	Jirel	Eye	mik	m i.k	828	*eye		255	Dhakal2024	[x] ← Chinese /muk/
531	Kagate	Eye	mi	m i	828	*eye		255	Dhakal2024	[x] ← Chinese /muk/
784	Lowa	Eye	mik	m i.k	828	*eye		255	Dhakal2024	[x] ← Chinese /muk/
1042	Nubri	Eye	mik	m i.k	828	*eye		255	Dhakal2024	[x] ← Chinese /muk/
1290	Sherpa	Eye	mik	m i.k	828	*eye		255	Dhakal2024	[x] ← Chinese /muk/
1535	Tsum	Eye	miʔ	m i.ʔ	828	*eye		255	Dhakal2024	[x] ← Chinese /muk/
1796	Yolmo	Eye	mi	m i	828	*eye		255	Dhakal2024	[x] ← Chinese /muk/
4	Gyalsumdo	Face	ŋot̪oŋ	ŋ o + t̪ o.ŋ	837 838	_face/ŋo face/toŋ		256	Dhakal2024	[x]
271	Jirel	Face	tɕʰet̪	tɕʰ e.t̪	839	face/tshet		258	Dhakal2024	
530	Kagate	Face	t̪oŋba	t̪ o.ŋ + b a	838 840	face/toŋ _:ba-suffix/ba		256	Dhakal2024	[x]
783	Lowa	Face	ŋot̪oŋ	ŋ o + t̪ o.ŋ	837 838	_face/ŋo face/toŋ		256	Dhakal2024	[x]
1041	Nubri	Face	tɕuŋu	tɕ u + ŋ u	841 837	face _face/ŋo		257	Dhakal2024	[ ] check cognacy
1289	Sherpa	Face	ŋot̪oŋ	ŋ o + t̪ o.ŋ	837 838	_face/ŋo face/toŋ		256	Dhakal2024	[x]
1534	Tsum	Face	tɕeʔ	tɕ e.ʔ	839	face/tshet		258	Dhakal2024	
1795	Yolmo	Face	t̪oŋba	t̪ o.ŋ + b a	838 840	face/toŋ _:ba-suffix/ba		256	Dhakal2024	[x]
28	Gyalsumdo	Faeces	kjaɡpa	k.j a.g/k + p a	852 10	shit _:pa-suffix/pa		261	Dhakal2024	[x]
291	Jirel	Faeces	kjakpa	k.j a.k + p a	852 10	shit _:pa-suffix/pa		261	Dhakal2024	[x]
551	Kagate	Faeces	kjakpa	k.j a.k + p a	852 10	shit _:pa-suffix/pa		261	Dhakal2024	[x]
804	Lowa	Faeces	kjakpa	k.j a.k + p a	852 10	shit _:pa-suffix/pa		261	Dhakal2024	[x]
805	Lowa	Faeces	tsa	ts a	855	shit/tsa		264	Dhakal2024	[x]
1061	Nubri	Faeces	aʔ	a.ʔ	854	shit/a		263	Dhakal2024	[x]
1309	Sherpa	Faeces	kjakpa	k.j a.k + p a	852 10	shit _:pa-suffix/pa		261	Dhakal2024	[x]
1554	Tsum	Faeces	aʔ	a.ʔ	854	shit/a		263	Dhakal2024	[x]
1816	Yolmo	Faeces	kjakpa	k.j a.k + p a	852 10	shit _:pa-suffix/pa		261	Dhakal2024	[x]
155	Gyalsumdo	Far	t̪ʰaɹiŋbu	t̪ʰ a + ɹ i.ŋ + b u	868 1607 1581	far/tha long _:bu-suffix/bu		265	Dhakal2024	[x]
413	Jirel	Far	t̪ʰaɹid̪u	t̪ʰ a + ɹ i.!Ø/n + d̪ u	868 1607 871	far/tha long _?		265	Dhakal2024	[x]
414	Jirel	Far	t̪ʰaɹipa	t̪ʰ a + ɹ i.!Ø/n + p a	868 1607 10	far/tha long _:ba-suffix/pa		265	Dhakal2024	[x]
672	Kagate	Far	t̪ʰariŋbu	t̪ʰ a + r i.ŋ + b u	868 1607 1581	far/tha long _:bu-suffix/bu		265	Dhakal2024	[x]
928	Lowa	Far	t̪ʰaɡɾiŋa	t̪ʰ a.g/k + ɾ i.!Ø/ŋ + ŋ a	868 1607 872	far/tha long _:ŋa-suffix		265	Dhakal2024	[x]
1178	Nubri	Far	t̪ʰaɹiŋpo	t̪ʰ a + ɹ i.ŋ + p o	868 1607 1581	far/tha long _:po-suffix/po		265	Dhakal2024	[x]
1429	Sherpa	Far	t̪ʰakriŋbu	t̪ʰ a.k + r i.ŋ + b u	868 1607 1581	far/tha long _:bu-suffix/bu		265	Dhakal2024	[x]
1672	Tsum	Far	t̪ʰaɹiŋmu	t̪ʰ a + ɹ i.ŋ + m u	868 1607 132	far/tha long _:mo-suffix/mu		265	Dhakal2024	[x]
1934	Yolmo	Far	t̪ʰaɹiŋbu	t̪ʰ a + ɹ i.ŋ + b u	868 1607 1581	far/tha long _:bu-suffix/bu		265	Dhakal2024	[x]
94	Gyalsumdo	Fat (of meat)	tsʰulu	tsʰ u + l u	896 897	*fat fat/luk		272	Dhakal2024	[←Chinese]
354	Jirel	Fat (of meat)	tsʰiluk	tsʰ i + l u.k	896 897	*fat fat/luk		272	Dhakal2024	[←Chinese]
612	Kagate	Fat (of meat)	tsʰiluk	tsʰ i + l u.k	896 897	*fat fat/luk		272	Dhakal2024	[←Chinese]
869	Lowa	Fat (of meat)	tsʰiluk	tsʰ i + l u.k	896 897	*fat fat/luk		272	Dhakal2024	[←Chinese]
1122	Nubri	Fat (of meat)	tsʰulu	tsʰ u + l u	896 897	*fat fat/luk		272	Dhakal2024	[←Chinese]
1372	Sherpa	Fat (of meat)	tsʰiluk	tsʰ i + l u.k	896 897	*fat fat/luk		272	Dhakal2024	[←Chinese]
1616	Tsum	Fat (of meat)	tsʰilu	tsʰ i + l u	896 897	*fat fat/luk		272	Dhakal2024	[←Chinese]
1878	Yolmo	Fat (of meat)	tsʰilu	tsʰ i + l u	896 897	*fat fat/luk		272	Dhakal2024	[←Chinese]
116	Gyalsumdo	Father	apa	a + p a	489 914	:a-prefix father		274	Dhakal2024	[x]
377	Jirel	Father	aba	a + b a	489 914	:a-prefix father		274	Dhakal2024	[x]
633	Kagate	Father	aba	a + b a	489 914	:a-prefix father		274	Dhakal2024	[x]
890	Lowa	Father	ake	a + k e	489 915	:a-prefix big-brother/ge		64	Dhakal2024	[x]
1142	Nubri	Father	jɛ	j ɛ	916	*father		277	Dhakal2024	[borrowed from Chinese]
