ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Morpheme_Structure,Grouped_Segments,Partial_Cognacy,Internal_Cognacy,Combined,Alignment,Subset
Jirel-153-Groundnut-1,,Jirel,153-Groundnut,mbəd̪am,mbəd̪am,ⁿb/b ə + d̪ a m,[x],Dhakal2024,,,,,groundnut/be groundnut/dam,ⁿb/b ə + d̪ a.m,1180 1181,343,0,ⁿb/b ə + d̪ a.m,Dhakal2024
Jirel-143-Chilli-1,,Jirel,143-Chilli,kʰuɹɕani,kʰuɹɕani,kʰ u ɹ + ɕ a !ni/n,← Nepali «khursānī»,Dhakal2024,,,,,chilli/kor chilli/tsen,kʰ u.ɹ + ɕ a.!ni/n,503 506,167,0,kʰ u.ɹ + ɕ a.!ni/n,Dhakal2024
Jirel-213-Turmeric-1,,Jirel,213-Turmeric,mbesaɹ,mbesaɹ,ⁿb/b e + s a ɹ,[x],Dhakal2024,,,,,turmeric/pe turmeric/ser,ⁿb/b e + s a.ɹ,3395 3396,1041,0,ⁿb/b e + s a.ɹ,Dhakal2024
Jirel-77-Garlic-1,,Jirel,77-Garlic,ŋɡokpa,ŋɡokpa,ⁿg/g o k + p a,[x],Dhakal2024,,,,,garlic _:ba-suffix/pa,ⁿg/g o.k + p a,1077 10,313,0,ⁿg/g o.k + p a,Dhakal2024
Jirel-149-Onion-1,,Jirel,149-Onion,pjats,pjats,p j a ts,[x],Dhakal2024,,,,,onion/pjats,p.j a.ts,2054,598,0,p.j a.ts,Dhakal2024
Jirel-31-Cauliflower-1,,Jirel,31-Cauliflower,kauli,kauli,k au + l i,[← Hindi(?)],Dhakal2024,,,,,*cauli-1 *cauli-2,k au + l i,446 447,146,0,k au + l i,Dhakal2024
Jirel-208-Tomato-1,,Jirel,208-Tomato,ŋɡolbeda,ŋɡolbeda,ⁿg/g o l + b e + d̪ a,[← ?],Dhakal2024,,,,,*tomato/gol *tomato/be *tomato/da,ⁿg/g o.l + b e + d̪ a,3322 3323 3324,1021,0,ⁿg/g o.l + b e + d̪ a,Dhakal2024
Jirel-30-Cabbage-1,,Jirel,30-Cabbage,bənd̪a,bənd̪a,b ə n + d̪ a,[x],Dhakal2024,,,,,cabbage/be cabbage/nda,b ə.n + d̪ a,425 426,142,0,b ə.n + d̪ a,Dhakal2024
Jirel-144-Oil-1,,Jirel,144-Oil,məɹɡu,məɹɡu,m ə ɹ + g u,[x],Dhakal2024,,,,,oil/mar _ku,m ə.ɹ + g u,1961 1962,573,0,m ə.ɹ + g u,Dhakal2024
Jirel-170-Salt-1,,Jirel,170-Salt,tsʰa,tsʰa,tsʰ a,[x],Dhakal2024,1380,,,,salt,tsʰ a,2349,701,1,tsʰ a,Dhakal2024
Jirel-124-Meat-1,,Jirel,124-Meat,ɕja,ɕja,ɕ j a,[x],Dhakal2024,1325,,,,meat,ɕ.j a,1668,484,1,ɕ.j a,Dhakal2024
Jirel-64-Fatofmeat-1,,Jirel,64-Fatofmeat,tsʰiluk,tsʰiluk,tsʰ i + l u k,[←Chinese],Dhakal2024,,,,,*fat fat/luk,tsʰ i + l u.k,896 897,272,0,tsʰ i + l u.k,Dhakal2024
Jirel-70-Fish-1,,Jirel,70-Fish,ɲa,ɲa,ɲ a,[x],Dhakal2024,1255,,,,fish,ɲ a,1000,301,1,ɲ a,Dhakal2024
Jirel-33-Chicken-1,,Jirel,33-Chicken,tsʰiɹbuk,tsʰiɹbuk,tsʰ i !ɹ/b + !b/ɹ u k,[x],Dhakal2024,,,,,chicken chicken-2,tsʰ i.!ɹ/b + !b/ɹ u.k,467 468,151,0,tsʰ i.!ɹ/b + !b/ɹ u.k,Dhakal2024
Jirel-54-Egg-1,,Jirel,54-Egg,tsʰemend̪ok,tsʰemend̪ok,tsʰ e + m e n + d̪ o k,[x],Dhakal2024,224,,,,*chicken-1 egg-3 egg-4,tsʰ e + m e.n + d̪ o.k,726 727 728,224,1,tsʰ e + m e.n + d̪ o.k,Dhakal2024
Jirel-54-Egg-2,,Jirel,54-Egg,tsʰeɡoŋa,tsʰeɡoŋa,tsʰ e + g o + ŋ a,[x],Dhakal2024,1242,,,,*chicken-1 egg-1 egg-2,tsʰ e + g o + ŋ a,726 724 725,222,1,tsʰ e + g o + ŋ a,Dhakal2024
Jirel-40-Cow-1,,Jirel,40-Cow,pʰalaŋ,pʰalaŋ,pʰ a + l a ŋ,[x],Dhakal2024,,,,,cow cow-2/lang,pʰ a + l a.ŋ,583 585,188,0,pʰ a + l a.ŋ,Dhakal2024
Jirel-28-Buffalo-1,,Jirel,28-Buffalo,meɕja,meɕja,m e + !ɕj/j a,[x],Dhakal2024,,,,,buffalo buffalo-2/ji,m e + !ɕj/j a,408 411,138,0,m e + !ɕj/j a,Dhakal2024
Jirel-125-Milk-1,,Jirel,125-Milk,olen,olen,o + l e n,,Dhakal2024,,,,,breast breast-2/len,o + l e.n,352 29,42,0,- o + l e.n,Dhakal2024
Jirel-125-Milk-2,,Jirel,125-Milk,oma,oma,o + m a,,Dhakal2024,,,,,breast-1 mother,o + m a,352 1807,485,0,- o + m a,Dhakal2024
Jirel-96-Horns-1,,Jirel,96-Horns,ɹodʑjo,ɹodʑjo,ɹ o + dʑj/dʑ o,[x],Dhakal2024,1292,,,,horn-ra horn-kjo,ɹ o + dʑj/dʑ o,1335 1336,386,1,ɹ o + dʑj/dʑ o,Dhakal2024
Jirel-194-Tail-1,,Jirel,194-Tail,ŋama,ŋama,ŋ a + m a,[x],Dhakal2024,1419,,,,tail/ŋa _ma-suffix/ma,ŋ a + m a,2648 11,779,1,ŋ a + m a,Dhakal2024
Jirel-82-Goat-1,,Jirel,82-Goat,ɹa,ɹa,ɹ a,[x],Dhakal2024,1269,,,,goat,ɹ a,1130,327,1,ɹ a,Dhakal2024
Jirel-45-Dog-1,,Jirel,45-Dog,ki,ki,!k/kʰ i,[x],Dhakal2024,1231,,,,dog,!k/kʰ i,651,211,1,!k/kʰ - i,Dhakal2024
Jirel-183-Snake-1,,Jirel,183-Snake,ɹul,ɹul,ɹ u l,[x],Dhakal2024,1401,,,,snake,ɹ u.l,2505,742,1,ɹ u.l,Dhakal2024
Jirel-126-Monkey-1,,Jirel,126-Monkey,moɹo,moɹo,m o + ɹ o,[x],Dhakal2024,,,,,monkey/mo monkey/ro,m o + ɹ o,1696 1697,493,0,m o + ɹ o,Dhakal2024
Jirel-126-Monkey-2,,Jirel,126-Monkey,tʰaklapʰikant̪e,tʰaklapʰikant̪e,t̪ʰ a + k l a + pʰ i + k a n + t̪ e,[x],Dhakal2024,,,,,monkey/tha monkey/kla monkey/phi monkey/kan _:te-suffix/te,t̪ʰ a + k l a + pʰ i + k a n + t̪ e,1700 1701 1698 1699 9,48,0,t̪ʰ a + k l a + pʰ - i + k a n + t̪ e,Dhakal2024
Jirel-131-Mosquito-1,,Jirel,131-Mosquito,lamkute,lamkute,l a m + k u + t̪ e,[x],Dhakal2024,523,,,,mosquito/lam _/ku _/te,l a.m + k u + t̪ e,1784 1785 1786,523,1,l a.m + k u + t̪ e,Dhakal2024
Jirel-3-Ant-1,,Jirel,3-Ant,tʰoŋmatsi,tʰoŋmatsi,t̪ʰ o ŋ + m a + ts i,[x],Dhakal2024,1183,,,,ANT _ma-suffix/ma _/tsi,t̪ʰ o.ŋ + m a + ts i,72 11 34,50,1,t̪ʰ o.ŋ + m a + ts i,Dhakal2024
Jirel-187-Spider-1,,Jirel,187-Spider,ŋɡwãpali,ŋɡwãpali,ⁿg/g w ã + p a + l i,[x],Dhakal2024,61,,,,splider/gwa _:ba-suffix/pa _/li,ⁿg/g.w ã + p a + l i,2549 10 2550,61,1,ⁿg/g.w ã + p a + l i,Dhakal2024
Jirel-135-Name-1,,Jirel,135-Name,min̪,min̪,m i n,[borrowed from Chinese],Dhakal2024,1344,,,,*name,m i.n,1847,540,1,m i.n,Dhakal2024
Jirel-120-Man-1,,Jirel,120-Man,mi,mi,m i,[x],Dhakal2024,,,,,person,m i,1624,472,0,m i,Dhakal2024
Jirel-236-Woman-1,,Jirel,236-Woman,pʰemmemi,pʰemmemi,pʰ e m + m e + m i,[?],Dhakal2024,1489,,,,woman/phem woman/me woman/mi,pʰ e.m + m e + m i,3707 75 1624,67,1,pʰ e.m + m e + m i,Dhakal2024
Jirel-34-Child-1,,Jirel,34-Child,pʰidza,pʰidza,pʰ i + dz a,[x],Dhakal2024,,,,,child-1 child-2,pʰ i + dz a,487 488,159,0,pʰ i + dz a,Dhakal2024
Jirel-63-Father-1,,Jirel,63-Father,aba,aba,a + b a,[x],Dhakal2024,1249,,,,:a-prefix father,a + b a,489 914,274,1,a + b a,Dhakal2024
Jirel-132-Mother-1,,Jirel,132-Mother,ãma,ãma,!ã/a + m a,[x],Dhakal2024,1338,,,,:a-prefix mother,!ã/a + m a,489 1807,530,1,!ã/a - + m a,Dhakal2024
Jirel-146-Olderbrother-1,,Jirel,146-Olderbrother,adʑjo,adʑjo,a + !dʑj/tɕ o,[x],Dhakal2024,,,,,:a-prefix older-brother,a + !dʑj/tɕ o,489 1993,578,0,a + !dʑj/tɕ o,Dhakal2024
Jirel-242-Youngerbrother-1,,Jirel,242-Youngerbrother,n̪ũwã,n̪ũwã,!n̪/n !ũ/u + w ã,[x],Dhakal2024,,,,,younger-sibling _/wa,!n̪/n !ũ/u + w ã,3811 3812,1167,0,!n̪/n !ũ/u - + w ã,Dhakal2024
Jirel-147-Oldersister-1,,Jirel,147-Oldersister,adzi,adzi,a + dz i,[x],Dhakal2024,,,,,:a-prefix older-sister,a + dz i,489 2009,583,0,a + dz i,Dhakal2024
Jirel-243-Youngersister-1,,Jirel,243-Youngersister,n̪umu,n̪umu,!n̪/n u + m u,[x],Dhakal2024,,,,,younger-sibling female/mu,!n̪/n u + m u,3811 3822,1169,0,!n̪/n u - + m u,Dhakal2024
Jirel-184-Son-1,,Jirel,184-Son,pʰudʑuŋ,pʰudʑuŋ,pʰ u + dʑ u ŋ,[x],Dhakal2024,1403,,,,child-son son-2,pʰ u + dʑ u.ŋ,2515 2517,743,1,pʰ u + dʑ u.ŋ,Dhakal2024
Jirel-41-Daughter-1,,Jirel,41-Daughter,pʰumu,pʰumu,pʰ u + m u,[x],Dhakal2024,1227,,,,child-son female/mu,pʰ u + m u,2515 3822,194,1,pʰ u + m u,Dhakal2024
Jirel-102-Husband-1,,Jirel,102-Husband,kʰjobo,kʰjobo,kʰ j o + b o,[x],Dhakal2024,1304,,,,husband _male/bo,kʰ.j o + b o,1414 1416,413,1,kʰ.j o + b o,Dhakal2024
Jirel-234-Wife-1,,Jirel,234-Wife,pʰemme,pʰemme,pʰ e m + m e,[x],Dhakal2024,1121,,,,woman/phem woman/me,pʰ e.m + m e,3707 75,1121,1,pʰ e.m + m e,Dhakal2024
Jirel-22-Boy-1,,Jirel,22-Boy,kʰojobopidza,kʰojobopidza,kʰ o + j o + b o + !p/pʰ i + dz a,[x],Dhakal2024,,,,,? ? ? child-1 child-2,kʰ o + j o + b o + !p/pʰ i + dz a,306 307 308 487 488,98,0,kʰ o + j o + b o + !p/pʰ i - + dz a,Dhakal2024
Jirel-79-Girl-1,,Jirel,79-Girl,pʰemmepidza,pʰemmepidza,pʰ e m + m e + !p/pʰ i + dz a,[x],Dhakal2024,,,,,woman/phem woman/me child-1 child-2,pʰ e.m + m e + !p/pʰ i + dz a,3707 75 487 488,79,0,pʰ e.m + m e + !p/pʰ i + dz a,Dhakal2024
Jirel-42-Day-1,,Jirel,42-Day,ɲima,ɲima,ɲ i + m a,,Dhakal2024,,,,,sun _ma-suffix/ma,ɲ i + m a,2613 11,196,0,ɲ i - + m a,Dhakal2024
Jirel-139-Night-1,,Jirel,139-Night,ŋɡwase,ŋɡwase,ⁿg/g w a + s e,,Dhakal2024,,,,,evening/gwa night/se,ⁿg/g.w a + s e,813 814,554,0,ⁿg/g.w a + s e,Dhakal2024
Jirel-129-Morning-1,,Jirel,129-Morning,ŋomu,ŋomu,ŋ o + m u,[x],Dhakal2024,1331,,,,morning _:mu-suffix/mu,ŋ o + m u,1748 3365,506,1,ŋ o - + m u,Dhakal2024
Jirel-141-Noon-1,,Jirel,141-Noon,ɲimmu,ɲimmu,ɲ i + m !Ø/a + m u,[x],Dhakal2024,30,,,,sun _ma-suffix/ma _:mu-suffix/mu,ɲ i + m !Ø/a + m u,2613 11 3365,94,1,ɲ i + m !Ø/a + m u,Dhakal2024
Jirel-58-Evening-1,,Jirel,58-Evening,ŋɡwase,ŋɡwase,ⁿg/g w a + s e,[x],Dhakal2024,,,,,evening/gwa night/se,ⁿg/g.w a + s e,813 814,251,0,ⁿg/g.w a + s e,Dhakal2024
Jirel-239-Yesterday-1,,Jirel,239-Yesterday,nd̪aŋ,nd̪aŋ,ⁿd/d̪ a ŋ,[x],Dhakal2024,1151,,,,yesterday,ⁿd/d̪ a.ŋ,3753,1151,1,ⁿd/d̪ a.ŋ,Dhakal2024
Jirel-207-Today-1,,Jirel,207-Today,tʰəɹiŋ,tʰəɹiŋ,!tʰ/t̪ ə + ɹ i ŋ,[x],Dhakal2024,1438,,,,today long,!tʰ/t̪ ə + ɹ i.ŋ,79 1607,1018,1,!tʰ/t̪ ə + ɹ i.ŋ,Dhakal2024
Jirel-209-Tomorrow-1,,Jirel,209-Tomorrow,ŋaɹo,ŋaɹo,ŋ a !Ø/ɹ + ɹ o,[x],Dhakal2024,1028,,,,tomorrow/ŋar tomorrow/to,ŋ a.!Ø/ɹ + ɹ o,3347 3349,1028,1,ŋ a.!Ø/ɹ - + ɹ o,Dhakal2024
Jirel-222-Week-1,,Jirel,222-Week,həpt̪a,həpt̪a,h ə p + t̪ a,← Nepali «haptā»,Dhakal2024,,,,,*week/hap *week/ta,h ə.p + t̪ a,3527 81,1075,0,h ə.p + t̪ a,Dhakal2024
Jirel-127-Month-1,,Jirel,127-Month,nd̪awa,nd̪awa,ⁿd/d̪ a + w a,[x],Dhakal2024,,,,,moon/da _:wa-suffix/wa,ⁿd/d̪ a + w a,15 1716,498,0,ⁿd/d̪ a - + w a,Dhakal2024
Jirel-238-Year-1,,Jirel,238-Year,lo,lo,l o,[x],Dhakal2024,1494,,,,year,l o,3744,1150,1,l o,Dhakal2024
Jirel-145-Old-1,,Jirel,145-Old,ɲiŋba,ɲiŋba,ɲ i ŋ + b a,[x],Dhakal2024,,,,,old _:pa-suffix/pa,ɲ i.ŋ + b a,1975 8,576,0,ɲ i.ŋ + b a,Dhakal2024
Jirel-138-New-1,,Jirel,138-New,samba,samba,s a + ⁿb/b a,[x],Dhakal2024,1349,,,,new _:ba-suffix/ba,s a + ⁿb/b a,1883 8,549,1,s a + ⁿb/b a,Dhakal2024
Jirel-84-Good-1,,Jirel,84-Good,lemu,lemu,l e + m u,[x],Dhakal2024,1273,,,,good/le _:mu-suffix/mu,l e + m u,1151 3365,332,1,l e + m u,Dhakal2024
Jirel-8-Bad-1,,Jirel,8-Bad,meleba,meleba,m e + l e + b a,[x],Dhakal2024,110,,,,_bad good/le _:pa-suffix,m e + l e + b a,105 108 10,110,1,m e + l e + b a,Dhakal2024
Jirel-225-Wet-1,,Jirel,225-Wet,tʰəŋɡe,tʰəŋɡe,t̪ʰ ə ŋ + g e,[x],Dhakal2024,179,,,,cold _/ge,t̪ʰ ə.ŋ + g e,553 555,1081,1,t̪ʰ ə.ŋ + g e,Dhakal2024
Jirel-49-Dry-1,,Jirel,49-Dry,kombo,kombo,k o m + !b/p o,[x],Dhakal2024,1234,,,,dry _:bo-suffix,k o.m + !b/p o,671 672,214,1,k o.m + !b/p o,Dhakal2024
Jirel-118-Long-1,,Jirel,118-Long,ɹimbu,ɹimbu,ɹ i !m/ŋ + b u,,Dhakal2024,1321,,,,long _:bu-suffix/bu,ɹ i.!m/ŋ + b u,1607 1581,468,1,ɹ i.!m/ŋ + b u,Dhakal2024
Jirel-175-Short-1,,Jirel,175-Short,t̪ʰumma,t̪ʰumma,t̪ʰ u m + m a,[x],Dhakal2024,1386,,,,short/thum _ma-suffix/ma,t̪ʰ u.m + m a,2420 11,720,1,t̪ʰ u.m + m a,Dhakal2024
Jirel-98-Hot-1,,Jirel,98-Hot,tʰommu,tʰommu,t̪ʰ o + mː/m u,[x],Dhakal2024,398,,,,hot/dom _:mu-suffix,t̪ʰ o + mː/m u,1367 12,398,1,t̪ʰ o + mː/m u,Dhakal2024
Jirel-37-Cold-1,,Jirel,37-Cold,tʰəŋɡe,tʰəŋɡe,t̪ʰ ə ŋ + g e,[x],Dhakal2024,179,,,,cold _/ge,t̪ʰ ə.ŋ + g e,553 555,179,1,t̪ʰ ə.ŋ + g e,Dhakal2024
Jirel-163-Right-1,,Jirel,163-Right,samapa,samapa,s a + m a + p a,[?],Dhakal2024,660,,,,right/sa _:ma-suffix _:ba-suffix/pa,s a + m a + p a,2235 11 10,660,1,s a + m a + p a,Dhakal2024
Jirel-110-Left-1,,Jirel,110-Left,d̪ebɹepa,d̪ebɹepa,d̪ e + b ɹ e + p a,[x],Dhakal2024,437,,,,_left left _:ba-suffix/pa,d̪ e + b.ɹ e + p a,1496 1497 10,437,1,d̪ e + b.ɹ e + p a,Dhakal2024
Jirel-136-Near-1,,Jirel,136-Near,ɲibid̪u,ɲibid̪u,ɲ i + b i + d̪ u,[x],Dhakal2024,1345,,,,near/nje _? _?,ɲ i + b i + d̪ u,1856 1859 871,542,1,ɲ i + b i + d̪ - u,Dhakal2024
Jirel-62-Far-1,,Jirel,62-Far,t̪ʰaɹid̪u,t̪ʰaɹid̪u,t̪ʰ a + ɹ i !Ø/n + d̪ u,[x],Dhakal2024,1247,,,,far/tha long _?,t̪ʰ a + ɹ i.!Ø/n + d̪ u,868 1607 871,265,1,t̪ʰ a + ɹ i.!Ø/n + d̪ u,Dhakal2024
Jirel-62-Far-2,,Jirel,62-Far,t̪ʰaɹipa,t̪ʰaɹipa,t̪ʰ a + ɹ i !Ø/n + p a,[x],Dhakal2024,1247,,,,far/tha long _:ba-suffix/pa,t̪ʰ a + ɹ i.!Ø/n + p a,868 1607 10,265,1,t̪ʰ a + ɹ i.!Ø/n + p a,Dhakal2024
Jirel-15-Big-1,,Jirel,15-Big,ndzod̪a,ndzod̪a,ⁿdz/dz o + d̪ a,tɕʰe «big»,Dhakal2024,1195,,,,big _/da,ⁿdz/dz o + d̪ a,155 216,77,1,ⁿdz/dz o + d̪ a,Dhakal2024
Jirel-181-Small-1,,Jirel,181-Small,tikti,tikti,t̪ i k + t̪ i,tɕʰuŋ «small»,Dhakal2024,733,,,,small _/ti,t̪ i.k + t̪ i,931 83,733,1,t̪ i.k + t̪ i,Dhakal2024
Jirel-93-Heavy-1,,Jirel,93-Heavy,tsend̪e,tsend̪e,!ts/tɕ e + ⁿd̪/d̪ e,l.dʑ.i.d «heavy»,Dhakal2024,1290,,,,*heavy/tsen _*:de-suffix,!ts/tɕ e + ⁿd̪/d̪ e,1283 1284,370,1,!ts/tɕ e + ⁿd̪/d̪ e,Dhakal2024
Jirel-115-Light-1,,Jirel,115-Light,jeŋɡe,jeŋɡe,j e ŋ + g e,jaŋ «light»,Dhakal2024,1319,,,,light _/ga,j e.ŋ + g e,1546 1552,450,1,j e.ŋ + g e,Dhakal2024
Jirel-1-Above-1,,Jirel,1-Above,jine,jine,j i + n e,[x],Dhakal2024,3,,,,above/ji above/ne,j i + n e,2 24,3,1,j i + n e,Dhakal2024
Jirel-47-Below-1,,Jirel,47-Below,mima,mima,m i + m a,[x],Dhakal2024,59,,,,below/mi _ma-suffix/ma,m i + m a,201 11,69,1,m i + m a,Dhakal2024
Jirel-231-White-1,,Jirel,231-White,kaɹmu,kaɹmu,k a ɹ + m u,d.k a.r,Dhakal2024,1472,,,,star/white :mu-suffix/mu,k a.ɹ + m u,2565 12,101,1,k a.ɹ + m u,Dhakal2024
Jirel-17-Black-1,,Jirel,17-Black,naɡpo,naɡpo,n a g/k + p o,nag «black»,Dhakal2024,1203,,,,black _:bu-suffix/pu,n a.g/k + p o,229 1581,81,1,n a.g/k + p o,Dhakal2024
Jirel-161-Red-1,,Jirel,161-Red,məɹmu,məɹmu,m !ə/a ɹ + m u,d.m a.r,Dhakal2024,1360,,,,red _:mu-suffix/mu,m !ə/a.ɹ + m u,2205 3365,651,1,m !ə/a.ɹ + m u,Dhakal2024
Jirel-148-One-1,,Jirel,148-One,nd̪okpəi,nd̪okpəi,ⁿd/d̪ o k + p əi,[x],Dhakal2024,16,,,,one _/pəi,ⁿd/d̪ o.k + p əi,102 2025,588,1,ⁿd/d̪ o.k + p əi,Dhakal2024
Jirel-148-One-2,,Jirel,148-One,tɕik,tɕik,tɕ i k,[x],Dhakal2024,1354,,,,one,tɕ i.k,2024,588,1,tɕ i.k,Dhakal2024
Jirel-216-Two-1,,Jirel,216-Two,ɲi,ɲi,ɲ i,[x],Dhakal2024,1452,,,,two,ɲ i,3448,1053,1,ɲ i,Dhakal2024
Jirel-205-Three-1,,Jirel,205-Three,sum,sum,s u m,[x],Dhakal2024,1433,,,,three,s u.m,2800,829,1,s u.m,Dhakal2024
Jirel-75-Four-1,,Jirel,75-Four,ɕi,ɕi,ɕ i,[x],Dhakal2024,1262,,,,*four,ɕ i,1051,307,1,ɕ i,Dhakal2024
Jirel-71-Five-1,,Jirel,71-Five,ŋa,ŋa,ŋ a,[x],Dhakal2024,1310,,,,five,ŋ a,1009,302,1,ŋ a,Dhakal2024
Jirel-177-Six-1,,Jirel,177-Six,tʰok,tʰok,t̪ʰ o k,[x],Dhakal2024,1388,,,,six,t̪ʰ o.k,2435,724,1,t̪ʰ o.k,Dhakal2024
Jirel-173-Seven-1,,Jirel,173-Seven,nd̪uin,nd̪uin,ⁿd/d̪ ui n,[x],Dhakal2024,1384,,,,seven,ⁿd/d̪ ui.n,2400,717,1,ⁿd/d̪ ui.n,Dhakal2024
Jirel-55-Eight-1,,Jirel,55-Eight,ŋɡet̪,ŋɡet̪,ⁿg/g e t̪,[x],Dhakal2024,1245,,,,eight,ⁿg/g e.t̪,764,234,1,ⁿg/g e.t̪,Dhakal2024
Jirel-140-Nine-1,,Jirel,140-Nine,ŋɡu,ŋɡu,ⁿg/g u,[x],Dhakal2024,1351,,,,nine,ⁿg/g u,1916,559,1,ⁿg/g u,Dhakal2024
Jirel-195-Ten-1,,Jirel,195-Ten,tɕut̪amba,tɕut̪amba,tɕ u + t̪ a m + b a,[x],Dhakal2024,1422,,,,ten _ten _:ba-suffix/ba,tɕ u + t̪ a.m + b a,2672 2673 8,782,1,tɕ u + t̪ a.m + b a,Dhakal2024
Jirel-57-Eleven-1,,Jirel,57-Eleven,tɕutɕik,tɕutɕik,tɕ u + tɕ i k,[x],Dhakal2024,,,,,ten one,tɕ u + tɕ i.k,2672 2024,248,0,tɕ u + tɕ i.k,Dhakal2024
Jirel-214-Twelve-1,,Jirel,214-Twelve,tɕuŋɲi,tɕuŋɲi,tɕ u ŋ/Ø + ɲ i,[x],Dhakal2024,,,,,ten two,tɕ u.ŋ/Ø + ɲ i,2672 3448,1047,0,tɕ u.ŋ/Ø + ɲ i,Dhakal2024
Jirel-215-Twenty-1,,Jirel,215-Twenty,kʰaldʑik,kʰaldʑik,kʰ a l + !dʑ/tɕ i k,[x],Dhakal2024,1051,,,,twenty one,kʰ a.l + !dʑ/tɕ i.k,3431 2024,1051,1,kʰ a.l + !dʑ/tɕ i.k,Dhakal2024
Jirel-101-OneHundred-1,,Jirel,101-OneHundred,kʰalŋa,kʰalŋa,kʰ a l + ŋ a,[x],Dhakal2024,594,,,,twenty five,kʰ a.l + ŋ a,3431 1009,594,1,kʰ a.l + ŋ a,Dhakal2024
Jirel-232-Who-1,,Jirel,232-Who,su,su,s u,← Chinese shi,Dhakal2024,1474,,,,who,s u,3638,1110,1,s u,Dhakal2024
Jirel-226-What-1,,Jirel,226-What,tɕi,tɕi,tɕ i,[x],Dhakal2024,1464,,,,what/tsi,tɕ i,3559,1089,1,tɕ i,Dhakal2024
Jirel-229-Where-1,,Jirel,229-Where,kʰapa,kʰapa,kʰ a + p a,[x],Dhakal2024,1470,,,,where/kha _:pa-suffix,kʰ a + p a,86 10,5,1,kʰ a + p a,Dhakal2024
Jirel-228-When-1,,Jirel,228-When,n̪am,n̪am,!n̪/n a m,[x],Dhakal2024,,,,,when,!n̪/n a.m,3578,1094,0,!n̪/n a.m,Dhakal2024
Jirel-100-Howmany-1,,Jirel,100-Howmany,t̪ʰoji,t̪ʰoji,t̪ʰ o + j i,[x],Dhakal2024,,,,,how/tho how/ji,t̪ʰ o + j i,87 1399,408,0,t̪ʰ o + j i,Dhakal2024
Jirel-230-Which-1,,Jirel,230-Which,kʰaŋ,kʰaŋ,!kʰ/k a ŋ,[x],Dhakal2024,,,,,which/kang,!kʰ/k a.ŋ,3603,1102,0,!kʰ/k a.ŋ,Dhakal2024
Jirel-201-This-1,,Jirel,201-This,nd̪i,nd̪i,ⁿd/d̪ i,[x],Dhakal2024,1428,,,,this,ⁿd/d̪ i,2734,806,1,ⁿd/d̪ i,Dhakal2024
Jirel-196-That-1,,Jirel,196-That,t̪ʰe,t̪ʰe,t̪ʰ e,[x],Dhakal2024,785,,,,that,t̪ʰ e,2684,785,1,t̪ʰ e,Dhakal2024
Jirel-200-These-1,,Jirel,200-These,nd̪iba,nd̪iba,ⁿd/d̪ i + b a,[x],Dhakal2024,,,,,_this :ba-suffix,ⁿd/d̪ i + b a,2734 1019,125,0,ⁿd/d̪ i + b a,Dhakal2024
Jirel-197-Those-1,,Jirel,197-Those,t̪ʰeba,t̪ʰeba,t̪ʰ e + b a,[x],Dhakal2024,,,,,_that :ba-suffix,t̪ʰ e + b a,2684 1019,127,0,t̪ʰ e - + b a -,Dhakal2024
Jirel-171-Same-1,,Jirel,171-Same,t̪ʰokɹaŋ,t̪ʰokɹaŋ,t̪ʰ o k + ɹ a ŋ,[x],Dhakal2024,,,,,same/thok same/rang,t̪ʰ o.k + ɹ a.ŋ,2359 2360,134,0,t̪ʰ o.k + ɹ a.ŋ,Dhakal2024
Jirel-44-Different-1,,Jirel,44-Different,kʰud̪uk,kʰud̪uk,kʰ u + d̪ u k,[x],Dhakal2024,,,,,different different/tuk,kʰ u + d̪ u.k,633 634,202,0,kʰ u + d̪ u.k,Dhakal2024
Jirel-233-Whole-1,,Jirel,233-Whole,ŋɡaŋe,ŋɡaŋe,ⁿg/g a + ŋ e,[x],Dhakal2024,,,,,all/nga all/nge,ⁿg/g a + ŋ e,17 18,145,0,ⁿg/g a + ŋ e,Dhakal2024
Jirel-26-Broken-1,,Jirel,26-Broken,tɕʰakpat̪e,tɕʰakpat̪e,tɕʰ a k + p a + t̪ e,[x],Dhakal2024,,,,,broken _:ba-suffix _:te-suffix/te,tɕʰ a.k + p a + t̪ e,373 10 9,126,0,tɕʰ a.k + p a + t̪ e,Dhakal2024
Jirel-65-Few-1,,Jirel,65-Few,tikpidʑik,tikpidʑik,t̪ i k + p i + dʑ i k,[?],Dhakal2024,,,,,small _/bi _/?,t̪ i.k + p i + dʑ i.k,931 932 933,280,0,t̪ i.k + p i + dʑ i.k,Dhakal2024
Jirel-122-Many-1,,Jirel,122-Many,kalbe,kalbe,k a l + b e,[x],Dhakal2024,478,,,,many/kal many/be,k a.l + b e,1653 93,478,1,k a l + b e,Dhakal2024
Jirel-2-All-1,,Jirel,2-All,ŋɡaŋe,ŋɡaŋe,ⁿg/g a + ŋ e,[x],Dhakal2024,1067,,,,all/nga _all/nge,ⁿg/g a + ŋ e,17 18,8,1,ⁿg/g a + ŋ e,Dhakal2024
Jirel-53-Toeat-1,,Jirel,53-Toeat,so,so,s o,[x],Dhakal2024,1240,,,,bite/so,s o,2966,892,1,s o,Dhakal2024
