ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	COGIDS	MORPHEMES	COGID	ALIGNMENT
964	Lowa	That	wy	wy	w y	2688	THAT	781	w y
1214	Nubri	That	pʰu	pʰu	pʰ u	2688	THAT	781	pʰ u
1466	Sherpa	That	t̪ʰi	t̪ʰi	t̪ʰ i	2684	THAT	779	t̪ʰ i
1709	Tsum	That	o	o	o	2683	THAT	780	o
1974	Yolmo	That	pʰarŋe	pʰarŋe	pʰ a r + ŋ e	2689 2690	THAT _that	785	pʰ a r + ŋ e
188	Gyalsumdo	These	t̪ija	t̪ija	t̪ i + j a	2696 2697	THESE _these	787	t̪ i + - j a
448	Jirel	These	nd̪iba	nd̪iba	ⁿd i + b a	2696 2698	THESE _these	787	ⁿd i + b a
706	Kagate	These	d̪ikʰokja	d̪ikʰokja	d̪ i + kʰ o + k j a	2696 2699 2697	THESE _these _these	787	d̪ i + kʰ o + k j a
965	Lowa	These	nd̪ekja	nd̪ekja	ⁿd e + k j a	2696 2697	THESE _these	787	ⁿd e + k j a
1215	Nubri	These	t̪id̪o	t̪id̪o	t̪ i + d̪ o	2696 2700	THESE _these	787	t̪ i + d̪ o
1467	Sherpa	These	d̪iba	d̪iba	d̪ i + b a	2696 2698	THESE _these	787	d̪ i + b a
1710	Tsum	These	nd̪id̪em	nd̪id̪em	ⁿd i + d̪ e m	2696 2701	THESE _these	787	ⁿd i + d̪ e m
1975	Yolmo	These	nd̪ikja	nd̪ikja	ⁿd i + k j a	2696 2697	THESE _these	787	ⁿd i + k j a
232	Gyalsumdo	They	kʰuŋja	kʰuŋja	kʰ u + ŋ j a	2714 2715	THEY _they	793	kʰ u - + ŋ j a
495	Jirel	They	t̪ʰeba	t̪ʰeba	t̪ʰ e + b a	2716 2717	THEY _they	794	t̪ʰ e + b a
744	Kagate	They	kʰuŋkja	kʰuŋkja	kʰ u ŋ + k j a	2714 2718	THEY _they	793	kʰ u ŋ + k j a
1005	Lowa	They	kʰoŋkja	kʰoŋkja	kʰ o ŋ + k j a	2714 2718	THEY _they	793	kʰ o ŋ + k j a
1253	Nubri	They	kʰuŋd̪o	kʰuŋd̪o	kʰ u ŋ + d̪ o	2714 2716	THEY _they	793	kʰ u ŋ + d̪ o
1504	Sherpa	They	t̪ʰibad̪iba	t̪ʰibad̪iba	t̪ʰ i + b a + d̪ i + b a	2716 2717 2719 2720	THEY _they _they _they	794	t̪ʰ i + b a + d̪ i + b a
1755	Tsum	They	kʰuŋkja	kʰuŋkja	kʰ u ŋ + k j a	2714 2718	THEY _they	793	kʰ u ŋ + k j a
2014	Yolmo	They	kʰuŋpʰatsi	kʰuŋpʰatsi	kʰ u ŋ + pʰ a + ts i	2714 2717 2716	THEY _they _they	793	kʰ u ŋ + pʰ a + ts i
186	Gyalsumdo	This	t̪i	t̪i	t̪ i	2734	THIS	800	t̪ i
446	Jirel	This	nd̪i	nd̪i	ⁿd i	2734	THIS	800	ⁿd i
704	Kagate	This	d̪ikʰo	d̪ikʰo	d̪ i + kʰ o	2734 2735	THIS _this	800	d̪ i + kʰ o
962	Lowa	This	nd̪i	nd̪i	ⁿd i	2734	THIS	800	ⁿd i
1212	Nubri	This	t̪i	t̪i	t̪ i	2734	THIS	800	t̪ i
1213	Nubri	This	d̪i	d̪i	d̪ i	2734	THIS	800	d̪ i
1465	Sherpa	This	d̪i	d̪i	d̪ i	2734	THIS	800	d̪ i
1708	Tsum	This	nd̪i	nd̪i	ⁿd i	2734	THIS	800	ⁿd i
1973	Yolmo	This	nd̪i	nd̪i	ⁿd i	2734	THIS	800	ⁿd i
72	Gyalsumdo	Thorn	tsʰeɾma	tsʰeɾma	tsʰ e ɾ + m a	2745 2746	_thorn THORN	802	tsʰ e ɾ + m a -
334	Jirel	Thorn	tsaŋ	tsaŋ	ts a ŋ	2747	THORN	804	ts a ŋ
593	Kagate	Thorn	tsʰermaŋ	tsʰermaŋ	tsʰ e r + m a ŋ	2745 2746	_thorn THORN	802	tsʰ e r + m a ŋ
849	Lowa	Thorn	tsʰeɾma	tsʰeɾma	tsʰ e ɾ + m a	2745 2746	_thorn THORN	802	tsʰ e ɾ + m a -
1104	Nubri	Thorn	tsʰerma	tsʰerma	tsʰ e r + m a	2745 2746	_thorn THORN	802	tsʰ e r + m a -
1357	Sherpa	Thorn	tsʰermaŋ	tsʰermaŋ	tsʰ e r + m a ŋ	2745 2746	_thorn THORN	802	tsʰ e r + m a ŋ
1601	Tsum	Thorn	tsʰenma	tsʰenma	tsʰ e n + m a	2747 2746	_thorn THORN	802	tsʰ e n + m a -
1865	Yolmo	Thorn	tsʰeɹma	tsʰeɹma	tsʰ e ɹ + m a	2745 2746	_thorn THORN	802	tsʰ e ɹ + m a -
189	Gyalsumdo	Those	kʰuŋja	kʰuŋja	kʰ u + ŋ j a	2761 2762	THOSE _those	809	kʰ u + ŋ j a
449	Jirel	Those	t̪ʰeba	t̪ʰeba	t̪ʰ e + b a	2763 2764	THOSE _those	805	t̪ʰ e - + b a -
707	Kagate	Those	wokʰokja	wokʰokja	w o + kʰ o + k j a	2765 2766 2767	_those _those THOSE	807	w o + kʰ o + k j a
966	Lowa	Those	jøkja	jøkja	j ø + k j a	2768 2767	_those THOSE	807	j ø + k j a
967	Lowa	Those	wøkja	wøkja	w ø + k j a	2765 2767	_those THOSE	807	w ø + k j a
1216	Nubri	Those	pʰud̪o	pʰud̪o	pʰ u + d̪ o	2769 2763	_those THOSE	805	pʰ u + d̪ o -
1468	Sherpa	Those	t̪ʰiba	t̪ʰiba	t̪ʰ i + b a	2763 2764	THOSE _those	805	t̪ʰ i - + b a -
1711	Tsum	Those	od̪em	od̪em	o + d̪ e m	2770 2763	_those THOSE	805	o + d̪ e m
1976	Yolmo	Those	t̪apʰarŋed̪i	t̪apʰarŋed̪i	t̪ a + pʰ a r + ŋ e + d̪ i	2771 2764 2772 2763	_those _those _those THOSE	805	t̪ a + pʰ a r + ŋ e + d̪ i -
43	Gyalsumdo	Thread	kupa	kupa	k u + p a	2783 2784	THREAD _thread	817	k u - + p a
306	Jirel	Thread	ɕut̪ak	ɕut̪ak	ɕ u + t̪ a k	2785 2786	_thread THREAD	819	ɕ u + t̪ a k
566	Kagate	Thread	kupa	kupa	k u + p a	2783 2784	THREAD _thread	817	k u - + p a
820	Lowa	Thread	kupa	kupa	k u + p a	2783 2784	THREAD _thread	817	k u - + p a
1077	Nubri	Thread	kupa	kupa	k u + p a	2783 2784	THREAD _thread	817	k u - + p a
1329	Sherpa	Thread	rut̪ak	rut̪ak	r u + t̪ a k	2787 2786	_thread THREAD	819	r u + t̪ a k
1574	Tsum	Thread	kuɾt̪oʔ	kuɾt̪oʔ	k u ɾ + t̪ o ʔ	2783 2788	THREAD _thread	817	k u ɾ + t̪ o ʔ
1837	Yolmo	Thread	kupa	kupa	k u + p a	2783 2784	THREAD _thread	817	k u - + p a
167	Gyalsumdo	Three	sum	sum	s u m	2800	THREE	823	s u m
428	Jirel	Three	sum	sum	s u m	2800	THREE	823	s u m
686	Kagate	Three	sum	sum	s u m	2800	THREE	823	s u m
942	Lowa	Three	sum	sum	s u m	2800	THREE	823	s u m
1193	Nubri	Three	sum	sum	s u m	2800	THREE	823	s u m
1447	Sherpa	Three	sum	sum	s u m	2800	THREE	823	s u m
1690	Tsum	Three	sum	sum	s u m	2800	THREE	823	s u m
1954	Yolmo	Three	sum	sum	s u m	2800	THREE	823	s u m
202	Gyalsumdo	To be hungry	t̪oɡɛ	t̪oɡɛ	t̪ o + g ɛ	2809 2810	TO _to	824	t̪ o + g - ɛ
462	Jirel	To be hungry	t̪oaba	t̪oaba	t̪ oa + b a	2809 2811	TO _to	824	t̪ oa + b a
463	Jirel	To be hungry	t̪oabalabat̪e	t̪oabalabat̪e	t̪ oa + b a + l a + b a + t̪ e	2809 2811 2816 2817 2813	TO _to _to _to _to	824	t̪ oa + b a + l a - + b a + t̪ e
718	Kagate	To be hungry	d̪opat̪odze	d̪opat̪odze	d̪ o + p a + t̪ o + dz e	2809 2811 2812 2813	TO _to _to _to	824	d̪ o + p a + t̪ o + dz e
979	Lowa	To be hungry	nd̪okje	nd̪okje	ⁿd o + k j e	2809 2810	TO _to	824	ⁿd o + k j e
1226	Nubri	To be hungry	topat̪ɔ	topat̪ɔ	t o + p a + t̪ ɔ	2809 2811 2812	TO _to _to	824	t o + p a + t̪ ɔ
1478	Sherpa	To be hungry	hləwalaŋgu	hləwalaŋgu	h l ə + w a + l a ŋ + g u	2814 2815 2816 2810	_to _to _to TO	827	h l ə + w a + l a ŋ + g - u
1722	Tsum	To be hungry	t̪oso	t̪oso	t̪ o + s o	2809 2813	TO _to	824	t̪ o + s o
1987	Yolmo	To be hungry	tepat̪od̪e	tepat̪od̪e	t e + p a + t̪ o + d̪ e	2813 2811 2809 2812	_to _to TO _to	824	t e + p a + t̪ o + d̪ e
204	Gyalsumdo	To be thirsty	kʰakomkɛ	kʰakomkɛ	kʰ a + k o m + k ɛ	2838 2839 2840	_to TO _to	833	kʰ a + k o m + k ɛ
466	Jirel	To be thirsty	komba	komba	k o n/m + b a	2839 2841	TO _to	833	k o n/m + b a
720	Kagate	To be thirsty	kondze	kondze	k o n/n + dz e	2839 2840	TO _to	833	k o n/n + dz e
981	Lowa	To be thirsty	komje	komje	k o + m j e	2839 2842	TO _to	833	k o - + m j e
1228	Nubri	To be thirsty	kʰakom	kʰakom	kʰ a + k o m	2838 2839	_to TO	833	kʰ a + k o m
1480	Sherpa	To be thirsty	kombalaŋɡu	kombalaŋɡu	k o n/m + b a + l a ŋ + g u	2839 2841 2843 2838	TO _to _to _to	833	k o n/m + b a + l a ŋ + g u
1724	Tsum	To be thirsty	kʰakomso	kʰakomso	kʰ a + k o m + s o	2838 2839 2840	_to TO _to	833	kʰ a + k o m + s o
1989	Yolmo	To be thirsty	komzewoŋd̪e	komzewoŋd̪e	k o m + z e + w o ŋ + d̪ e	2839 2840 2844 2845	TO _to _to _to	833	k o m + z e + w o ŋ + d̪ e
200	Gyalsumdo	To bite	ale	ale	a + l e	2861 2862	TO _to	844	a + l e
201	Gyalsumdo	To bite	soɡjapb	soɡjapb	s o + g j a pb/p	2866 2864	_to TO	841	s o + g j a pb/p
460	Jirel	To bite	muɹtɕja	muɹtɕja	m u ɹ + tɕ j a	2863 2864	_to TO	841	m u ɹ + tɕ j a -
461	Jirel	To bite	muɹab	muɹab	m u + ɹ a b	2863 2864	_to TO	841	m u - + - ɹ a b
717	Kagate	To bite	murtse	murtse	m u r + ts e	2863 2865	TO _to	842	m u r + ts e
977	Lowa	To bite	soɡjapje	soɡjapje	s o + g j a + p j e	2866 2864 2867	_to TO _to	841	s o + g j a - + p j e
978	Lowa	To bite	mukje	mukje	m u + k j e	2863 2864	_to TO	841	m u - + k j e -
1225	Nubri	To bite	soɡjap	soɡjap	s o + g j a p	2866 2864	_to TO	841	s o + g j a p
1477	Sherpa	To bite	sət̪əbu	sət̪əbu	s ə + t̪ ə + b u	2866 2868 2869	TO _to _to	843	s ə + t̪ ə + b u
1721	Tsum	To bite	sat̪ob	sat̪ob	s a + t̪ o b	2866 2870	TO _to	843	s a + t̪ o b
1986	Yolmo	To bite	muɹd̪uŋ	muɹd̪uŋ	m u ɹ + d̪ u ŋ	2863 2871	TO _to	842	m u ɹ + d̪ u ŋ
209	Gyalsumdo	To burn	takɛ	takɛ	t a + k ɛ	2886 2887	TO _to	853	t a + k - ɛ
473	Jirel	To burn	tsʰikpat̪e	tsʰikpat̪e	tsʰ i k + p a + t̪ e	2888 2889 2886	TO _to _to	852	tsʰ i k + p a + t̪ e
474	Jirel	To burn	tsʰikt̪uk	tsʰikt̪uk	tsʰ i k + t̪ u k	2888 2892	TO _to	852	tsʰ i k + t̪ u k
725	Kagate	To burn	sadze	sadze	s a + dz e	2890 2886	_to TO	853	s a + dz e
986	Lowa	To burn	tɕʰikje	tɕʰikje	tɕʰ i + k j e	2888 2887	TO _to	852	tɕʰ i - + k j e
1233	Nubri	To burn	hɹø	hɹø	h ɹ ø	2891	TO	856	h ɹ ø
1485	Sherpa	To burn	hreko	hreko	h r e + k o	2891 2887	_to TO	854	h r e + k - o
1732	Tsum	To burn	tsʰiʔso	tsʰiʔso	tsʰ i ʔ + s o	2888 2890	TO _to	852	tsʰ i ʔ + s o
1994	Yolmo	To burn	tsʰid̪e	tsʰid̪e	tsʰ i + d̪ e	2888 2886	TO _to	852	tsʰ i - + d̪ e
265	Gyalsumdo	To chew	leke	leke	l e + k e	2905 2906	TO _to	859	l e + k e
526	Jirel	To chew	muɹat̪e	muɹat̪e	m u + ɹ a + t̪ e	2907 2908 2909	TO _to _to	861	m u - + ɹ a + t̪ e
778	Kagate	To chew	d̪etse	d̪etse	d̪ e + ts e	2909 2906	_to TO	860	d̪ e + ts e
1038	Lowa	To chew	leje	leje	l e + j e	2905 2910	TO _to	859	l e + j e
1289	Nubri	To chew	muɹ	muɹ	m u ɹ	2907	TO	861	m u ɹ
1534	Sherpa	To chew	leku	leku	l e + k u	2905 2906	TO _to	859	l e + k u
1795	Tsum	To chew	tɹoʔ	tɹoʔ	t ɹ o ʔ	2911	TO	865	t ɹ o ʔ
2048	Yolmo	To chew	muɾt̪oŋ	muɾt̪oŋ	m u ɾ + t̪ o ŋ	2907 2912	TO _to	861	m u ɾ + t̪ o ŋ
216	Gyalsumdo	To come	ɕjo	ɕjo	ɕ j o	2921	TO	868	ɕ j o -
217	Gyalsumdo	To come	oŋ	oŋ	o ŋ	2922	TO	867	- o ŋ
484	Jirel	To come	ɕjok	ɕjok	ɕ j o k	2921	TO	868	ɕ j o k
732	Kagate	To come	oŋdze	oŋdze	o ŋ + dz e	2922 2923	TO _to	867	- o ŋ + dz e
993	Lowa	To come	uŋje	uŋje	u + ŋ j e	2924 2925	TO _to	870	u + ŋ j e
1240	Nubri	To come	oŋ	oŋ	o ŋ	2922	TO	867	- o ŋ
1492	Sherpa	To come	uŋgu	uŋgu	u ŋ + g u	2922 2926	TO _to	867	- u ŋ + g u
1740	Tsum	To come	ɕjoʔ	ɕjoʔ	ɕ j o ʔ	2921	TO	868	ɕ j o ʔ
1741	Tsum	To come	leuʑuŋ	leuʑuŋ	l eu + ʑ u ŋ	2927 2922	_to TO	867	l eu + ʑ u ŋ
2001	Yolmo	To come	ɕjo	ɕjo	ɕ j o	2921	TO	868	ɕ j o -
210	Gyalsumdo	To die	ɕi	ɕi	ɕ i	2936	TO	874	ɕ i
475	Jirel	To die	ɕjapt̪e	ɕjapt̪e	ɕ j a p + t̪ e	2937 2938	_to TO	875	ɕ j a p + t̪ e
726	Kagate	To die	ɕidze	ɕidze	ɕ i + dz e	2936 2938	TO _to	874	ɕ i + dz e
987	Lowa	To die	ɕije	ɕije	ɕ i + j e	2936 2939	TO _to	874	ɕ i + j e
1234	Nubri	To die	ɕi	ɕi	ɕ i	2936	TO	874	ɕ i
1486	Sherpa	To die	ɕiu	ɕiu	ɕ iu	2936	TO	874	ɕ iu
1733	Tsum	To die	ɕiso	ɕiso	ɕ i + s o	2936 2938	TO _to	874	ɕ i + s o
1995	Yolmo	To die	ɕid̪e	ɕid̪e	ɕ i + d̪ e	2936 2938	TO _to	874	ɕ i + d̪ e
203	Gyalsumdo	To drink	t̪ʰuŋ	t̪ʰuŋ	t̪ʰ u ŋ	2950	TO	878	t̪ʰ u ŋ
464	Jirel	To drink	t̪ʰuŋ	t̪ʰuŋ	t̪ʰ u ŋ	2950	TO	878	t̪ʰ u ŋ
465	Jirel	To drink	t̪ʰubat̪e	t̪ʰubat̪e	t̪ʰ u + b a + t̪ e	2950 2955 2951	TO _to _to	878	t̪ʰ u - + b a + t̪ e
719	Kagate	To drink	t̪ʰuŋdze	t̪ʰuŋdze	t̪ʰ u ŋ + dz e	2950 2951	TO _to	878	t̪ʰ u ŋ + dz e
980	Lowa	To drink	t̪ʰuŋje	t̪ʰuŋje	t̪ʰ u + ŋ j e	2950 2952	TO _to	878	t̪ʰ u - + ŋ j e
1227	Nubri	To drink	t̪ʰuŋ	t̪ʰuŋ	t̪ʰ u ŋ	2950	TO	878	t̪ʰ u ŋ
1479	Sherpa	To drink	t̪ʰuŋɡu	t̪ʰuŋɡu	t̪ʰ u ŋ + g u	2950 2953	TO _to	878	t̪ʰ u ŋ + g u
1723	Tsum	To drink	t̪ʰuŋ	t̪ʰuŋ	t̪ʰ u ŋ	2950	TO	878	t̪ʰ u ŋ
1988	Yolmo	To drink	t̪ʰuŋd̪uŋ	t̪ʰuŋd̪uŋ	t̪ʰ u ŋ + d̪ u ŋ	2950 2954	TO _to	878	t̪ʰ u ŋ + d̪ u ŋ
199	Gyalsumdo	To eat	se	se	s e	2966	TO	884	s e -
457	Jirel	To eat	so	so	s o	2966	TO	884	s o -
458	Jirel	To eat	soba	soba	s o + b a	2966 2969	TO _to	884	s o - + b a
459	Jirel	To eat	sabla	sabla	s a + b l a	2966 2970	TO _to	884	s a - + b l a
716	Kagate	To eat	sadze	sadze	s a + dz e	2966 2967	TO _to	884	s a - + dz e
976	Lowa	To eat	saje	saje	s a + j e	2966 2968	TO _to	884	s a - + j e
1224	Nubri	To eat	seji	seji	s e + j i	2966 2968	TO _to	884	s e - + j i
1476	Sherpa	To eat	sap	sap	s a p	2966	TO	884	s a p
1719	Tsum	To eat	so	so	s o	2966	TO	884	s o -
1720	Tsum	To eat	seso	seso	s e + s o	2967 2966	_to TO	884	s e + s o -
1985	Yolmo	To eat	so	so	s o	2966	TO	884	s o -
212	Gyalsumdo	To fly	pʰiɹ	pʰiɹ	pʰ i ɹ	2984	TO	889	pʰ i ɹ
477	Jirel	To fly	pʰuɹ	pʰuɹ	pʰ u ɹ	2984	TO	889	pʰ u ɹ
478	Jirel	To fly	pʰuɹat̪e	pʰuɹat̪e	pʰ u + ɹ a + t̪ e	2984 2989 2985	TO _to _to	889	pʰ u - + ɹ a + t̪ e
728	Kagate	To fly	urtse	urtse	u r + ts e	2984 2985	TO _to	889	- u r + ts e
989	Lowa	To fly	pʰuɾje	pʰuɾje	pʰ u + ɾ j e	2984 2986	TO _to	889	pʰ u - + ɾ j e
1236	Nubri	To fly	pʰuɹ	pʰuɹ	pʰ u ɹ	2984	TO	889	pʰ u ɹ
1488	Sherpa	To fly	pʰirku	pʰirku	pʰ i r + k u	2984 2987	TO _to	889	pʰ i r + k u
1735	Tsum	To fly	pʰiɹso	pʰiɹso	pʰ i ɹ + s o	2984 2985	TO _to	889	pʰ i ɹ + s o
1997	Yolmo	To fly	loŋ	loŋ	l o ŋ	2988	TO	893	l o ŋ
208	Gyalsumdo	To give	t̪eɹ	t̪eɹ	t̪ e ɹ	3000	TO	895	t̪ e ɹ
472	Jirel	To give	mbind̪at̪e	mbind̪at̪e	ⁿb i n/n + d a + t̪ e	3001 3002 3000	_to _to TO	895	ⁿb i n/n + d a + t̪ e -
724	Kagate	To give	t̪ertse	t̪ertse	t̪ e r + ts e	3000 3003	TO _to	895	t̪ e r + ts e
985	Lowa	To give	t̪eɾje	t̪eɾje	t̪ e + ɾ j e	3000 3004	TO _to	895	t̪ e - + ɾ j e
1232	Nubri	To give	t̪e	t̪e	t̪ e	3000	TO	895	t̪ e -
1484	Sherpa	To give	t̪eru	t̪eru	t̪ e + r u	3000 3005	TO _to	895	t̪ e - + r u
1730	Tsum	To give	t̪øʔ	t̪øʔ	t̪ ø ʔ	3000	TO	895	t̪ ø ʔ
1731	Tsum	To give	t̪eʔso	t̪eʔso	t̪ e ʔ + s o	3000 3003	TO _to	895	t̪ e ʔ + s o
1993	Yolmo	To give	t̪eɾt̪uŋ	t̪eɾt̪uŋ	t̪ e ɾ + t̪ u ŋ	3000 3006	TO _to	895	t̪ e ɾ + t̪ u ŋ
215	Gyalsumdo	To go	to	to	t o	3017	TO	902	t o -
482	Jirel	To go	ɡalat̪e	ɡalat̪e	g a + l a + t̪ e	3018 3019 3017	_to _to TO	902	g a + l a + t̪ e -
483	Jirel	To go	ŋɡjuk	ŋɡjuk	ŋ g j u k	3022	TO	907	ŋ g j u k
731	Kagate	To go	dodze	dodze	d o + dz e	3017 3020	TO _to	902	d o - + dz e -
992	Lowa	To go	ndoje	ndoje	ⁿd o + j e	3017 3021	TO _to	902	ⁿd o - + j e
1239	Nubri	To go	to	to	t o	3017	TO	902	t o -
1491	Sherpa	To go	dop	dop	d o p	3017	TO	902	d o p
1738	Tsum	To go	ndo	ndo	ⁿd o	3017	TO	902	ⁿd o -
1739	Tsum	To go	pyso	pyso	p y + s o	3023 3020	_to TO	903	p y + s o -
2000	Yolmo	To go	soŋ	soŋ	s o ŋ	3020	TO	903	s o ŋ
219	Gyalsumdo	To hear/listen	ɲin	ɲin	ɲ i n	3033	TO	909	ɲ i n
486	Jirel	To hear/listen	t̪ʰobat̪e	t̪ʰobat̪e	t̪ʰ o + b a + t̪ e	3034 3035 3036	_to _to TO	910	t̪ʰ o - + b a + t̪ e
734	Kagate	To hear/listen	kodze	kodze	k o + dz e	3037 3036	_to TO	910	k o + dz e
995	Lowa	To hear/listen	ɲenje	ɲenje	ɲ e + n j e	3033 3038	TO _to	909	ɲ e - + n j e
1243	Nubri	To hear/listen	ɲin̪	ɲin̪	ɲ i n̪	3033	TO	909	ɲ i n̪
1494	Sherpa	To hear/listen	ŋeŋɡu	ŋeŋɡu	ŋ e ŋ + g u	3033 3039	TO _to	909	ŋ e ŋ + g u
1743	Tsum	To hear/listen	ɲan	ɲan	ɲ a n	3033	TO	909	ɲ a n
1744	Tsum	To hear/listen	ɲanso	ɲanso	ɲ a n + s o	3033 3036	TO _to	909	ɲ a n + s o
2003	Yolmo	To hear/listen	ɲind̪oŋ	ɲind̪oŋ	ɲ i n/n + d o ŋ	3033 3034	TO _to	909	ɲ i n/n + d o ŋ
211	Gyalsumdo	To kill	se	se	s e	3050	TO	916	s e
476	Jirel	To kill	set̪at̪e	set̪at̪e	s e + t̪ a + t̪ e	3050 3051 3052	TO _to _to	916	s e + t̪ a + t̪ e
727	Kagate	To kill	setse	setse	s e + ts e	3050 3052	TO _to	916	s e + ts e
988	Lowa	To kill	seje	seje	s e + j e	3050 3053	TO _to	916	s e + j e
1235	Nubri	To kill	se	se	s e	3050	TO	916	s e
1487	Sherpa	To kill	seku	seku	s e + k u	3050 3054	TO _to	916	s e + k u
1734	Tsum	To kill	seso	seso	s e + s o	3050 3052	TO _to	916	s e + s o
1996	Yolmo	To kill	set̪oŋ	set̪oŋ	s e + t̪ o ŋ	3050 3055	TO _to	916	s e + t̪ o ŋ
206	Gyalsumdo	To lie	tʰelaɲal	tʰelaɲal	tʰ e + l a + ɲ a l	3066 3067 3068	TO _to _to	922	tʰ e + l a + ɲ a l
469	Jirel	To lie	ɹilat̪e	ɹilat̪e	ɹ i + l a + t̪ e	3069 3067 3066	_to _to TO	922	ɹ i + l a + t̪ e
470	Jirel	To lie	pəltekʰabat̪e	pəltekʰabat̪e	p ə l + t e + kʰ a + b a + t̪ e	3077 3066 3076 3078 3079	_to TO _to _to _to	922	p ə l + t e + kʰ a - + b a + t̪ e
722	Kagate	To lie	t̪ʰaŋsodze	t̪ʰaŋsodze	t̪ʰ a ŋ + s o + dz e	3070 3071 3066	_to _to TO	922	t̪ʰ a ŋ + s o + dz e
983	Lowa	To lie	tʰelaɲaje	tʰelaɲaje	tʰ e + l a + ɲ a + j e	3066 3067 3068 3072	TO _to _to _to	922	tʰ e + l a + ɲ a - + j e
1230	Nubri	To lie	ɲe	ɲe	ɲ e	3068	TO	924	ɲ e -
1482	Sherpa	To lie	ɡjuru	ɡjuru	g j u + r u	3073 3069	_to TO	925	g j u + r u
1727	Tsum	To lie	ləloɡjab	ləloɡjab	l ə + l o + g j a b	3074 3067 3075	_to TO _to	923	l ə + l o + g j a b
1991	Yolmo	To lie	kaŋtsʰiɹiɲald̪uŋ	kaŋtsʰiɹiɲald̪uŋ	k a ŋ + tsʰ i + ɹ i + ɲ a l + d̪ u ŋ	3076 3066 3069 3068 3070	_to TO _to _to _to	922	k a ŋ + tsʰ i + ɹ i + ɲ a l + d̪ u ŋ
220	Gyalsumdo	To look	t̪e	t̪e	t̪ e	3096	TO	936	t̪ e
487	Jirel	To look	t̪abat̪e	t̪abat̪e	t̪ a + b a + t̪ e	3097 3098 3096	_to _to TO	936	t̪ a + b a + t̪ e
735	Kagate	To look	t̪adze	t̪adze	t̪ a + dz e	3096 3099	TO _to	936	t̪ a + dz e
996	Lowa	To look	nd̪aje	nd̪aje	ⁿd a + j e	3096 3100	TO _to	936	ⁿd a + j e
1244	Nubri	To look	t̪eji	t̪eji	t̪ e + j i	3096 3100	TO _to	936	t̪ e + j i
1495	Sherpa	To look	hlap	hlap	h l a p	3101	TO	941	h l a p
1745	Tsum	To look	t̪ø	t̪ø	t̪ ø	3096	TO	936	t̪ ø
1746	Tsum	To look	t̪eso	t̪eso	t̪ e + s o	3096 3103	TO _to	936	t̪ e + s o
2004	Yolmo	To look	t̪ed̪oŋ	t̪ed̪oŋ	t̪ e + d̪ o ŋ	3096 3102	TO _to	936	t̪ e + d̪ o ŋ
250	Gyalsumdo	To measure	t̪apkɛ	t̪apkɛ	t̪ a p + k ɛ	3113 3114	TO _to	944	t̪ a p + k ɛ
512	Jirel	To measure	t̪ʰapat̪e	t̪ʰapat̪e	t̪ʰ a + p a + t̪ e	3113 3115 3114	TO _to _to	944	t̪ʰ a - + p a + t̪ e
762	Kagate	To measure	t̪aptse	t̪aptse	t̪ a p + ts e	3113 3114	TO _to	944	t̪ a p + ts e
1022	Lowa	To measure	tsʰeɡjabje	tsʰeɡjabje	tsʰ e + g j a + b j e	3114 3116 3117	TO _to _to	945	tsʰ e + g j a + b j e
1272	Nubri	To measure	t̪ab	t̪ab	t̪ a b	3113	TO	944	t̪ a b
1520	Sherpa	To measure	t̪ʰabɡu	t̪ʰabɡu	t̪ʰ a b + g u	3113 3114	TO _to	944	t̪ʰ a b + g u
1776	Tsum	To measure	t̪op	t̪op	t̪ o p	3113	TO	944	t̪ o p
1777	Tsum	To measure	t̪ʰit̪aŋso	t̪ʰit̪aŋso	t̪ʰ i + t̪ a ŋ + s o	3119 3118 3114	_to _to TO	945	t̪ʰ i + t̪ a ŋ + s o
2033	Yolmo	To measure	t̪apt̪oŋ	t̪apt̪oŋ	t̪ a p + t̪ o ŋ	3113 3118	TO _to	944	t̪ a p + t̪ o ŋ
245	Gyalsumdo	To plough	møkɛ	møkɛ	m ø + k ɛ	3133 3134	TO _to	951	m ø + k ɛ
506	Jirel	To plough	mowat̪e	mowat̪e	m o + w a + t̪ e	3133 3135 3134	TO _to _to	951	m o + w a + t̪ e
507	Jirel	To plough	mobak	mobak	m o + b a k	3133 3138	TO _to	951	m o + b a k
757	Kagate	To plough	modze	modze	m o + dz e	3133 3134	TO _to	951	m o + dz e
1017	Lowa	To plough	moje	moje	m o + j e	3133 3136	TO _to	951	m o + j e
1266	Nubri	To plough	mo	mo	m o	3133	TO	951	m o
1267	Nubri	To plough	mɔ	mɔ	m ɔ	3133	TO	951	m ɔ
1515	Sherpa	To plough	moku	moku	m o + k u	3133 3134	TO _to	951	m o + k u
1770	Tsum	To plough	t̪ʰoŋtsu	t̪ʰoŋtsu	t̪ʰ o ŋ + ts u	3137 3134	_to TO	952	t̪ʰ o ŋ + ts u
1771	Tsum	To plough	t̪ʰoŋtsuso	t̪ʰoŋtsuso	t̪ʰ o ŋ + ts u + s o	3137 3134 3139	_to TO _to	952	t̪ʰ o ŋ + ts u + s o
2027	Yolmo	To plough	med̪oŋ	med̪oŋ	m e + d̪ o ŋ	3133 3137	TO _to	951	m e + d̪ o ŋ
